ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000277120	MIR6089	miRNA	X
ENSG00000230542	LINC00102	lncRNA	X
ENSG00000124343	XG	protein_coding	X
ENSG00000224735	""	processed_pseudogene	X
ENSG00000226110	""	processed_pseudogene	X
ENSG00000229037	MRPL32P2	processed_pseudogene	X
ENSG00000123569	H2BW1	protein_coding	X
ENSG00000102290	PCDH11X	protein_coding	X
ENSG00000183837	PNMA3	protein_coding	X
ENSG00000269502	DMRTC1	protein_coding	X
ENSG00000101981	F9	protein_coding	X
ENSG00000238485	""	snoRNA	X
ENSG00000221375	RNU6ATAC23P	snRNA	X
ENSG00000252719	""	snoRNA	X
ENSG00000228965	RPSAP60	processed_pseudogene	X
ENSG00000232562	TPMTP3	processed_pseudogene	X
ENSG00000182776	""	lncRNA	X
ENSG00000221705	SNORA11E	snoRNA	X
ENSG00000221475	SNORA11D	snoRNA	X
ENSG00000179028	""	lncRNA	X
ENSG00000206765	RNU6-203P	snRNA	X
ENSG00000227008	RPS24P19	processed_pseudogene	X
ENSG00000233260	RPSAP63	processed_pseudogene	X
ENSG00000286096	GPC3-AS1	TEC	X
ENSG00000232068	""	unprocessed_pseudogene	X
ENSG00000224908	TIMM8BP2	processed_pseudogene	X
ENSG00000232664	LARP1BP3	processed_pseudogene	X
ENSG00000286181	FLICR	lncRNA	X
ENSG00000270497	""	processed_pseudogene	X
ENSG00000227083	""	lncRNA	X
ENSG00000274086	""	misc_RNA	X
ENSG00000236337	FMR1-IT1	lncRNA	X
ENSG00000176988	FMR1NB	protein_coding	X
ENSG00000201285	RNA5SP524	rRNA	X
ENSG00000219507	FTH1P8	processed_pseudogene	X
ENSG00000266560	""	lncRNA	X
ENSG00000124260	MAGEA10	protein_coding	X
ENSG00000171402	XAGE3	protein_coding	X
ENSG00000165694	FRMD7	protein_coding	X
ENSG00000101825	MXRA5	protein_coding	X
ENSG00000213487	ASS1P4	processed_pseudogene	X
ENSG00000227488	GAGE12D	protein_coding	X
ENSG00000216649	GAGE12E	protein_coding	X
ENSG00000215269	GAGE12G	protein_coding	X
ENSG00000224902	GAGE12H	protein_coding	X
ENSG00000205777	GAGE1	protein_coding	X
ENSG00000215274	GAGE10	protein_coding	X
ENSG00000224659	GAGE12J	protein_coding	X
ENSG00000268089	GABRQ	protein_coding	X
ENSG00000269475	""	unprocessed_pseudogene	X
ENSG00000286051	MAGEA6-DT	lncRNA	X
ENSG00000286939	""	lncRNA	X
ENSG00000198883	PNMA5	protein_coding	X
ENSG00000234200	""	unprocessed_pseudogene	X
ENSG00000201407	""	snoRNA	X
ENSG00000228728	PPIAP91	processed_pseudogene	X
ENSG00000231857	MORF4L1P5	processed_pseudogene	X
ENSG00000237963	PRXL2CP1	processed_pseudogene	X
ENSG00000188158	NHS	protein_coding	X
ENSG00000227645	RPL7P54	processed_pseudogene	X
ENSG00000214961	NT5DC1P2	processed_pseudogene	X
ENSG00000226107	RPL36AP54	processed_pseudogene	X
ENSG00000216001	MIR450B	miRNA	X
ENSG00000199132	MIR450A1	miRNA	X
ENSG00000207755	MIR450A2	miRNA	X
ENSG00000207784	MIR542	miRNA	X
ENSG00000208005	MIR503	miRNA	X
ENSG00000284231	MIR424	miRNA	X
ENSG00000235813	""	lncRNA	X
ENSG00000236509	RPL21P133	processed_pseudogene	X
ENSG00000237432	RPS7P12	processed_pseudogene	X
ENSG00000199920	RNU4-44P	snRNA	X
ENSG00000235916	MRPS18CP7	processed_pseudogene	X
ENSG00000201618	RNA5SP505	rRNA_pseudogene	X
ENSG00000184083	FAM120C	protein_coding	X
ENSG00000224949	RPL37P24	processed_pseudogene	X
ENSG00000234566	RPL7AP71	processed_pseudogene	X
ENSG00000269556	TMEM185A	protein_coding	X
ENSG00000126733	DACH2	protein_coding	X
ENSG00000123594	ATXN3L	protein_coding	X
ENSG00000205642	VCX3B	protein_coding	X
ENSG00000185515	BRCC3	protein_coding	X
ENSG00000185448	FAM47A	protein_coding	X
ENSG00000237331	XIAP-AS1	lncRNA	X
ENSG00000252627	RNU6-122P	snRNA	X
ENSG00000237025	PARD6BP1	processed_pseudogene	X
ENSG00000237426	ZIK1P1	processed_pseudogene	X
ENSG00000252693	""	snoRNA	X
ENSG00000234564	HSPA8P20	processed_pseudogene	X
ENSG00000282419	TEX13D	protein_coding	X
ENSG00000232054	NPM1P34	processed_pseudogene	X
ENSG00000226532	""	processed_pseudogene	X
ENSG00000183862	CNGA2	protein_coding	X
ENSG00000275287	""	misc_RNA	X
ENSG00000234958	FABP5P13	processed_pseudogene	X
ENSG00000229232	KRT18P53	processed_pseudogene	X
ENSG00000185960	SHOX	protein_coding	X
ENSG00000237490	RPS27AP17	processed_pseudogene	X
ENSG00000228550	""	processed_pseudogene	X
ENSG00000264268	MIR4767	miRNA	X
ENSG00000279682	""	TEC	X
ENSG00000274923	""	unprocessed_pseudogene	X
ENSG00000204116	CHIC1	protein_coding	X
ENSG00000236446	CT47B1	protein_coding	X
ENSG00000230707	HAPSTR2	protein_coding	X
ENSG00000241476	SSX2	protein_coding	X
ENSG00000182583	VCX	protein_coding	X
ENSG00000260802	SERTM2	protein_coding	X
ENSG00000206685	RNU6-1189P	snRNA	X
ENSG00000201659	RNU12-2P	snRNA	X
ENSG00000237351	ITPK1P1	processed_pseudogene	X
ENSG00000224975	INE1	lncRNA	X
ENSG00000213569	GTF3C6P2	processed_pseudogene	X
ENSG00000199832	""	misc_RNA	X
ENSG00000204053	MYCLP1	processed_pseudogene	X
ENSG00000215007	DNAJA1P3	processed_pseudogene	X
ENSG00000165240	ATP7A	protein_coding	X
ENSG00000236187	GJA6P	processed_pseudogene	X
ENSG00000102104	RS1	protein_coding	X
ENSG00000196564	BLOC1S6P1	processed_pseudogene	X
ENSG00000224224	HAUS1P2	processed_pseudogene	X
ENSG00000237836	PHKA2-AS1	lncRNA	X
ENSG00000266710	RN7SL48P	misc_RNA	X
ENSG00000223731	SUPT20HL1	protein_coding	X
ENSG00000206723	RNU6-1056P	snRNA	X
ENSG00000171433	GLOD5	protein_coding	X
ENSG00000207367	RNU6-29P	snRNA	X
ENSG00000187682	ERAS	protein_coding	X
ENSG00000279155	""	TEC	X
ENSG00000223309	RNU6-722P	snRNA	X
ENSG00000275387	""	unprocessed_pseudogene	X
ENSG00000221750	SNORA11G	snoRNA	X
ENSG00000223611	SUPT20HL2	protein_coding	X
ENSG00000214124	SNRPEP9	processed_pseudogene	X
ENSG00000237682	PRKCIP1	processed_pseudogene	X
ENSG00000228275	ARMCX3-AS1	lncRNA	X
ENSG00000261101	""	lncRNA	X
ENSG00000207291	RNU6-30P	snRNA	X
ENSG00000286000	""	lncRNA	X
ENSG00000212584	RNU6-587P	snRNA	X
ENSG00000196440	ARMCX4	protein_coding	X
ENSG00000215319	EIF5P1	processed_pseudogene	X
ENSG00000230326	HMGN1P33	processed_pseudogene	X
ENSG00000206844	""	misc_RNA	X
ENSG00000169933	FRMPD4	protein_coding	X
ENSG00000226339	RPS26P56	processed_pseudogene	X
ENSG00000201518	RNA5SP513	rRNA_pseudogene	X
ENSG00000252170	""	snoRNA	X
ENSG00000206948	SNORA36A	snoRNA	X
ENSG00000284450	MIR664B	miRNA	X
ENSG00000206693	SNORA56	snoRNA	X
ENSG00000203870	SMIM9	protein_coding	X
ENSG00000221533	MIR1184-1	miRNA	X
ENSG00000227864	ARL5AP1	processed_pseudogene	X
ENSG00000250423	KIAA1210	protein_coding	X
ENSG00000224440	CXorf51A	protein_coding	X
ENSG00000171489	SPACA5	protein_coding	X
ENSG00000273696	CT45A7	protein_coding	X
ENSG00000196976	LAGE3	protein_coding	X
ENSG00000206663	""	misc_RNA	X
ENSG00000264566	MIR23C	miRNA	X
ENSG00000201882	""	snoRNA	X
ENSG00000201592	""	snoRNA	X
ENSG00000225037	EIF1AX-AS1	lncRNA	X
ENSG00000206900	RNU6-98P	snRNA	X
ENSG00000235849	HS6ST2-AS1	lncRNA	X
ENSG00000227064	NAA20P1	processed_pseudogene	X
ENSG00000134588	USP26	protein_coding	X
ENSG00000231728	TMSB15B-AS1	lncRNA	X
ENSG00000288832	""	lncRNA	X
ENSG00000288980	""	lncRNA	X
ENSG00000171004	HS6ST2	protein_coding	X
ENSG00000249467	H2AL1Q	protein_coding	X
ENSG00000203588	IGBP1-AS1	lncRNA	X
ENSG00000184210	DGAT2L6	protein_coding	X
ENSG00000242657	RN7SL581P	misc_RNA	X
ENSG00000204195	AWAT1	protein_coding	X
ENSG00000200473	RNA5SP507	rRNA_pseudogene	X
ENSG00000186912	P2RY4	protein_coding	X
ENSG00000120500	ARR3	protein_coding	X
ENSG00000147127	RAB41	protein_coding	X
ENSG00000231053	TRAPPC2LP1	processed_pseudogene	X
ENSG00000201377	RNY4P23	misc_RNA	X
ENSG00000200431	RNU4-81P	snRNA	X
ENSG00000072315	TRPC5	protein_coding	X
ENSG00000271464	DPRXP7	processed_pseudogene	X
ENSG00000271400	CCDC121P1	processed_pseudogene	X
ENSG00000200436	""	misc_RNA	X
ENSG00000213489	FBLIM1P1	processed_pseudogene	X
ENSG00000282815	TEX13C	protein_coding	X
ENSG00000289449	""	lncRNA	X
ENSG00000265658	MIR3690	miRNA	X
ENSG00000223274	RNA5SP498	rRNA_pseudogene	X
ENSG00000235929	TPT1P14	processed_pseudogene	X
ENSG00000231066	NPM1P9	processed_pseudogene	X
ENSG00000225814	GRPEL2P2	processed_pseudogene	X
ENSG00000236982	BLOC1S2P1	processed_pseudogene	X
ENSG00000237971	""	processed_pseudogene	X
ENSG00000225569	CCT4P2	processed_pseudogene	X
ENSG00000231809	NANOGP9	processed_pseudogene	X
ENSG00000243978	RTL9	protein_coding	X
ENSG00000228343	""	lncRNA	X
ENSG00000279528	""	TEC	X
ENSG00000220125	MRPL32P1	processed_pseudogene	X
ENSG00000275314	""	unprocessed_pseudogene	X
ENSG00000235510	""	unprocessed_pseudogene	X
ENSG00000223723	TFDP1P2	processed_pseudogene	X
ENSG00000289708	""	unprocessed_pseudogene	X
ENSG00000198173	FAM47C	protein_coding	X
ENSG00000214071	FTH1P29	unprocessed_pseudogene	X
ENSG00000230170	HNRNPA1P28	processed_pseudogene	X
ENSG00000270625	NUDT19P6	processed_pseudogene	X
ENSG00000230392	LINC03098	lncRNA	X
ENSG00000226661	""	lncRNA	X
ENSG00000227814	MRPS17P9	processed_pseudogene	X
ENSG00000237903	""	lncRNA	X
ENSG00000207175	RNU1-67P	snRNA	X
ENSG00000266420	RN7SL118P	misc_RNA	X
ENSG00000252147	RNY3P16	misc_RNA	X
ENSG00000284800	""	protein_coding	X
ENSG00000202144	""	misc_RNA	X
ENSG00000275800	EIF5P2	unprocessed_pseudogene	X
ENSG00000230629	RPS23P8	processed_pseudogene	X
ENSG00000147168	IL2RG	protein_coding	X
ENSG00000290162	""	unprocessed_pseudogene	X
ENSG00000290163	""	unprocessed_pseudogene	X
ENSG00000290164	""	unprocessed_pseudogene	X
ENSG00000290165	""	unprocessed_pseudogene	X
ENSG00000101935	AMMECR1	protein_coding	X
ENSG00000198681	MAGEA1	protein_coding	X
ENSG00000235219	""	unprocessed_pseudogene	X
ENSG00000231600	""	unprocessed_pseudogene	X
ENSG00000278803	PWWP4	protein_coding	X
ENSG00000277535	CT47C1	protein_coding	X
ENSG00000183918	SH2D1A	protein_coding	X
ENSG00000230502	""	processed_pseudogene	X
ENSG00000271686	TNPO3P1	processed_pseudogene	X
ENSG00000226547	SSU72P1	processed_pseudogene	X
ENSG00000224664	RPL36AP53	processed_pseudogene	X
ENSG00000208839	SNORA35	snoRNA	X
ENSG00000212100	MIR764	miRNA	X
ENSG00000222321	MIR1912	miRNA	X
ENSG00000276158	MIR1264	miRNA	X
ENSG00000221710	MIR1298	miRNA	X
ENSG00000222715	MIR1911	miRNA	X
ENSG00000224773	HSPA8P7	processed_pseudogene	X
ENSG00000199001	MIR448	miRNA	X
ENSG00000270413	""	processed_pseudogene	X
ENSG00000236880	RPS26P57	processed_pseudogene	X
ENSG00000264933	RN7SL190P	misc_RNA	X
ENSG00000199705	""	misc_RNA	X
ENSG00000232599	""	processed_pseudogene	X
ENSG00000101916	TLR8	protein_coding	X
ENSG00000187268	FAM9C	protein_coding	X
ENSG00000252178	RNU7-69P	snRNA	X
ENSG00000226902	CHCHD2P1	processed_pseudogene	X
ENSG00000288642	CDR1	lncRNA	X
ENSG00000279587	""	TEC	X
ENSG00000200291	""	misc_RNA	X
ENSG00000237458	TUBB4BP3	processed_pseudogene	X
ENSG00000234524	RPL12P43	processed_pseudogene	X
ENSG00000224539	SAGE4P	unprocessed_pseudogene	X
ENSG00000277486	SAGE3P	unprocessed_pseudogene	X
ENSG00000198022	SAGE2P	unprocessed_pseudogene	X
ENSG00000274601	""	unprocessed_pseudogene	X
ENSG00000268940	CT45A1	protein_coding	X
ENSG00000233861	MGAT2P1	processed_pseudogene	X
ENSG00000228836	CT45A5	protein_coding	X
ENSG00000288908	""	lncRNA	X
ENSG00000233071	RPSAP59	processed_pseudogene	X
ENSG00000047644	WWC3	protein_coding	X
ENSG00000268235	TCP11X1	protein_coding	X
ENSG00000215029	TCP11X2	protein_coding	X
ENSG00000102145	GATA1	protein_coding	X
ENSG00000236189	RPL18AP15	processed_pseudogene	X
ENSG00000201420	RNA5SP512	rRNA_pseudogene	X
ENSG00000229487	ALG13-AS1	lncRNA	X
ENSG00000204025	TRPC5OS	protein_coding	X
ENSG00000271421	""	processed_pseudogene	X
ENSG00000221494	MIR548I4	miRNA	X
ENSG00000233484	""	transcribed_processed_pseudogene	X
ENSG00000101977	MCF2	protein_coding	X
ENSG00000189326	SPANXN4	protein_coding	X
ENSG00000189023	MAGEB16	protein_coding	X
ENSG00000269433	OPN1MW3	protein_coding	X
ENSG00000229674	H2AL3	protein_coding	X
ENSG00000232030	MAGEB6B	protein_coding	X
ENSG00000198021	SPANXA1	protein_coding	X
ENSG00000269437	NXF2B	protein_coding	X
ENSG00000278057	TEX28	protein_coding	X
ENSG00000268988	SPANXN2	protein_coding	X
ENSG00000287585	""	protein_coding	X
ENSG00000169297	NR0B1	protein_coding	X
ENSG00000238709	RNU7-56P	snRNA	X
ENSG00000230180	RPL12P49	processed_pseudogene	X
ENSG00000222736	RNU4-6P	snRNA	X
ENSG00000223498	SLC35C2P1	processed_pseudogene	X
ENSG00000199410	""	misc_RNA	X
ENSG00000201467	""	snoRNA	X
ENSG00000214322	CBX1P2	processed_pseudogene	X
ENSG00000289472	""	lncRNA	X
ENSG00000207081	RNU6-616P	snRNA	X
ENSG00000231929	HMGB3P31	processed_pseudogene	X
ENSG00000184785	SMIM10	protein_coding	X
ENSG00000224692	""	processed_pseudogene	X
ENSG00000261030	""	lncRNA	X
ENSG00000287700	""	lncRNA	X
ENSG00000252050	""	snoRNA	X
ENSG00000156313	RPGR	protein_coding	X
ENSG00000126970	ZC4H2	protein_coding	X
ENSG00000289215	""	lncRNA	X
ENSG00000198947	DMD	protein_coding	X
ENSG00000290184	""	protein_coding	X
ENSG00000282933	RHOXF1P3	protein_coding	X
ENSG00000203989	RHOXF2B	protein_coding	X
ENSG00000131721	RHOXF2	protein_coding	X
ENSG00000227541	SFR1P1	processed_pseudogene	X
ENSG00000232042	""	processed_pseudogene	X
ENSG00000201392	RNU6-1078P	snRNA	X
ENSG00000196933	RPS26P11	processed_pseudogene	X
ENSG00000225471	TPT1P15	transcribed_processed_pseudogene	X
ENSG00000239577	RN7SL388P	misc_RNA	X
ENSG00000186871	ERCC6L	protein_coding	X
ENSG00000238926	""	misc_RNA	X
ENSG00000222796	RNU6-383P	snRNA	X
ENSG00000230508	RPL19P21	processed_pseudogene	X
ENSG00000169164	""	transcribed_unprocessed_pseudogene	X
ENSG00000187893	CXXC1P1	transcribed_unprocessed_pseudogene	X
ENSG00000230578	TMLHEP1	transcribed_unprocessed_pseudogene	X
ENSG00000157965	SSX8P	transcribed_unprocessed_pseudogene	X
ENSG00000204648	SSX9P	transcribed_unprocessed_pseudogene	X
ENSG00000226870	""	transcribed_unprocessed_pseudogene	X
ENSG00000234442	""	transcribed_unprocessed_pseudogene	X
ENSG00000171483	SSX6P	transcribed_unprocessed_pseudogene	X
ENSG00000274775	FSIP2LP	transcribed_unprocessed_pseudogene	X
ENSG00000251525	TCP11X3P	transcribed_unprocessed_pseudogene	X
ENSG00000186312	CA5BP1	transcribed_unprocessed_pseudogene	X
ENSG00000232765	""	transcribed_unprocessed_pseudogene	X
ENSG00000126952	NXF5	transcribed_unprocessed_pseudogene	X
ENSG00000290798	""	lncRNA	X
ENSG00000229015	""	transcribed_unprocessed_pseudogene	X
ENSG00000196970	NXF4	transcribed_unprocessed_pseudogene	X
ENSG00000242599	CSAG4	transcribed_unprocessed_pseudogene	X
ENSG00000242520	MAGEA5P	transcribed_unprocessed_pseudogene	X
ENSG00000204072	ARMCX7P	transcribed_unprocessed_pseudogene	X
ENSG00000290908	""	lncRNA	X
ENSG00000231069	""	transcribed_unprocessed_pseudogene	X
ENSG00000237265	""	transcribed_unprocessed_pseudogene	X
ENSG00000223773	CD99P1	transcribed_unprocessed_pseudogene	X
ENSG00000234493	RHOXF1P1	transcribed_unprocessed_pseudogene	X
ENSG00000214897	PNMA6E	protein_coding	X
ENSG00000290743	""	lncRNA	X
ENSG00000230187	""	processed_pseudogene	X
ENSG00000277492	""	snoRNA	X
ENSG00000280704	SNORD3E	snoRNA	X
ENSG00000213747	WASHC3P1	processed_pseudogene	X
ENSG00000291285	""	lncRNA	X
ENSG00000290708	SSX9P	lncRNA	X
ENSG00000239345	HNRNPA1P26	processed_pseudogene	X
ENSG00000233680	HNRNPA1P27	processed_pseudogene	X
ENSG00000179031	NSA2P3	processed_pseudogene	X
ENSG00000182489	XKRX	protein_coding	X
ENSG00000183981	MAGEA13P	processed_pseudogene	X
ENSG00000214930	KRT8P6	processed_pseudogene	X
ENSG00000285989	H2AQ1P	unitary_pseudogene	X
ENSG00000232183	""	lncRNA	X
ENSG00000207800	MIR504	miRNA	X
ENSG00000235975	TPM2P1	processed_pseudogene	X
ENSG00000101958	GLRA2	protein_coding	X
ENSG00000242732	RTL5	protein_coding	X
ENSG00000046653	GPM6B	protein_coding	X
ENSG00000207486	RNU6-1044P	snRNA	X
ENSG00000233162	MORF4L1P6	processed_pseudogene	X
ENSG00000237475	RPL7P53	processed_pseudogene	X
ENSG00000230590	FTX	lncRNA	X
ENSG00000231549	ATP5MKP1	processed_pseudogene	X
ENSG00000204113	BMP2KL	processed_pseudogene	X
ENSG00000228492	RAB11FIP1P1	processed_pseudogene	X
ENSG00000271533	""	lncRNA	X
ENSG00000202566	MIR421	miRNA	X
ENSG00000212027	MIR374B	miRNA	X
ENSG00000283534	MIR374C	miRNA	X
ENSG00000265727	RN7SL648P	misc_RNA	X
ENSG00000278421	""	misc_RNA	X
ENSG00000273974	""	misc_RNA	X
ENSG00000275254	""	misc_RNA	X
ENSG00000275625	""	misc_RNA	X
ENSG00000207820	MIR545	miRNA	X
ENSG00000199168	MIR374A	miRNA	X
ENSG00000277922	""	misc_RNA	X
ENSG00000187969	ZCCHC13	protein_coding	X
ENSG00000226515	""	processed_pseudogene	X
ENSG00000213269	RPS6P26	processed_pseudogene	X
ENSG00000270641	TSIX	lncRNA	X
ENSG00000291306	LNX2BP	transcribed_unitary_pseudogene	X
ENSG00000291310	""	unprocessed_pseudogene	X
ENSG00000101812	H2BW2	protein_coding	X
ENSG00000239182	""	snoRNA	X
ENSG00000250995	TMEM30BP1	processed_pseudogene	X
ENSG00000101974	ATP11C	protein_coding	X
ENSG00000291314	""	protein_coding	X
ENSG00000124313	IQSEC2	protein_coding	X
ENSG00000290641	""	lncRNA	X
ENSG00000101871	MID1	protein_coding	X
ENSG00000007350	TKTL1	protein_coding	X
ENSG00000204131	NHSL2	protein_coding	X
ENSG00000277569	MIR6134	miRNA	X
ENSG00000223742	""	lncRNA	X
ENSG00000169306	IL1RAPL1	protein_coding	X
ENSG00000226436	H3P43	processed_pseudogene	X
ENSG00000201666	""	snoRNA	X
ENSG00000237994	""	lncRNA	X
ENSG00000201356	RNA5SP500	rRNA_pseudogene	X
ENSG00000227393	""	processed_pseudogene	X
ENSG00000264090	MIR4666B	miRNA	X
ENSG00000227592	PIGFP3	processed_pseudogene	X
ENSG00000147206	NXF3	protein_coding	X
ENSG00000226241	""	processed_pseudogene	X
ENSG00000189108	IL1RAPL2	protein_coding	X
ENSG00000232665	PHB1P10	processed_pseudogene	X
ENSG00000223733	RPL18AP14	processed_pseudogene	X
ENSG00000268629	TEX13A	protein_coding	X
ENSG00000181819	KCTD9P2	processed_pseudogene	X
ENSG00000206864	RNU6-207P	snRNA	X
ENSG00000276380	UBE2NL	protein_coding	X
ENSG00000102096	PIM2	protein_coding	X
ENSG00000270813	NANOGNBP3	processed_pseudogene	X
ENSG00000183911	RPL21P132	processed_pseudogene	X
ENSG00000234557	PPIAP90	processed_pseudogene	X
ENSG00000102393	GLA	protein_coding	X
ENSG00000204071	TCEAL6	protein_coding	X
ENSG00000279245	FAM223A	lncRNA	X
ENSG00000272681	FAM223B	lncRNA	X
ENSG00000147144	CCDC120	protein_coding	X
ENSG00000200572	""	misc_RNA	X
ENSG00000284499	MIR363	miRNA	X
ENSG00000284538	MIR92A2	miRNA	X
ENSG00000284107	MIR19B2	miRNA	X
ENSG00000284043	MIR20B	miRNA	X
ENSG00000283931	MIR18B	miRNA	X
ENSG00000284157	MIR106A	miRNA	X
ENSG00000205755	CRLF2	protein_coding	X
ENSG00000171405	XAGE5	protein_coding	X
ENSG00000181433	SAGE1	protein_coding	X
ENSG00000270916	RPL12P50	processed_pseudogene	X
ENSG00000212595	RNA5SP525	rRNA	X
ENSG00000290892	""	lncRNA	X
ENSG00000252205	RNU6-764P	snRNA	X
ENSG00000207957	MIR105-1	miRNA	X
ENSG00000211583	MIR767	miRNA	X
ENSG00000207818	MIR105-2	miRNA	X
ENSG00000223940	KRT8P8	processed_pseudogene	X
ENSG00000290868	""	lncRNA	X
ENSG00000204118	NAP1L6P	transcribed_processed_pseudogene	X
ENSG00000293034	NAP1L6P	lncRNA	X
ENSG00000243468	INGX	transcribed_processed_pseudogene	X
ENSG00000260081	MRFAP1P1	transcribed_processed_pseudogene	X
ENSG00000221930	DENND10P1	transcribed_processed_pseudogene	X
ENSG00000293183	""	lncRNA	X
ENSG00000259849	VENTXP1	transcribed_processed_pseudogene	X
ENSG00000293226	VENTXP1	lncRNA	X
ENSG00000248503	C4orf46P2	transcribed_processed_pseudogene	X
ENSG00000293258	""	lncRNA	X
ENSG00000233585	ACAA2P1	transcribed_processed_pseudogene	X
ENSG00000233382	NKAPP1	transcribed_processed_pseudogene	X
ENSG00000269904	MAP2K4P1	transcribed_processed_pseudogene	X
ENSG00000283349	PFN5P	transcribed_unitary_pseudogene	X
ENSG00000293387	""	lncRNA	X
ENSG00000224963	ECMXP	transcribed_unitary_pseudogene	X
ENSG00000188828	GLRA4	transcribed_unitary_pseudogene	X
ENSG00000278530	CHMP1B2P	transcribed_unitary_pseudogene	X
ENSG00000207104	RNU6-434P	snRNA	X
ENSG00000293133	""	lncRNA	X
ENSG00000283599	""	protein_coding	X
ENSG00000009694	TENM1	protein_coding	X
ENSG00000288661	""	protein_coding	X
ENSG00000227988	CRIPTOP1	processed_pseudogene	X
ENSG00000232370	BAG1P1	processed_pseudogene	X
ENSG00000229735	FTLP16	processed_pseudogene	X
ENSG00000233007	UBTFL11	processed_pseudogene	X
ENSG00000238606	RNU7-7P	snRNA	X
ENSG00000169057	MECP2	protein_coding	X
ENSG00000288706	""	protein_coding	X
ENSG00000273820	USP27X	protein_coding	X
ENSG00000220132	CPSF1P2	processed_pseudogene	X
ENSG00000201341	RNU6-421P	snRNA	X
ENSG00000233887	""	lncRNA	X
ENSG00000237752	NCKAP1P1	processed_pseudogene	X
ENSG00000234889	KPNB1P1	processed_pseudogene	X
ENSG00000172186	HMGN1P35	processed_pseudogene	X
ENSG00000233033	CASK-AS1	lncRNA	X
ENSG00000287394	MAGEA3-DT	lncRNA	X
ENSG00000268902	CSAG2	protein_coding	X
ENSG00000231447	""	lncRNA	X
ENSG00000214282	KRT8P14	processed_pseudogene	X
ENSG00000224701	MED28P4	processed_pseudogene	X
ENSG00000213100	KRT18P68	processed_pseudogene	X
ENSG00000184735	DDX53	protein_coding	X
ENSG00000228610	PDCL2P1	processed_pseudogene	X
ENSG00000293395	""	lncRNA	X
ENSG00000222810	RNU2-68P	snRNA	X
ENSG00000228372	SMIM10L2B-AS1	protein_coding	X
ENSG00000293663	""	protein_coding	X
ENSG00000237833	ETS2P1	processed_pseudogene	X
ENSG00000233807	AMZ2P3	processed_pseudogene	X
ENSG00000252486	""	misc_RNA	X
ENSG00000235642	PTP4A1P5	processed_pseudogene	X
ENSG00000224960	PPP4R3C	protein_coding	X
ENSG00000223391	RDXP2	processed_pseudogene	X
ENSG00000238247	RDXP3	processed_pseudogene	X
ENSG00000226881	H3P44	processed_pseudogene	X
ENSG00000130385	BMP15	protein_coding	X
ENSG00000227493	""	unprocessed_pseudogene	X
ENSG00000230926	""	unprocessed_pseudogene	X
ENSG00000237926	""	unprocessed_pseudogene	X
ENSG00000224799	""	lncRNA	X
ENSG00000204271	SPIN3	protein_coding	X
ENSG00000196433	ASMT	protein_coding	X
ENSG00000234622	""	lncRNA	X
ENSG00000221463	MIR1277	miRNA	X
ENSG00000206862	""	misc_RNA	X
ENSG00000230399	RBBP8P1	protein_coding	X
ENSG00000267064	UXT-AS1	lncRNA	X
ENSG00000175809	CBLL2	protein_coding	X
ENSG00000232332	ARL5AP5	processed_pseudogene	X
ENSG00000237252	MMADHCP1	processed_pseudogene	X
ENSG00000201826	RNU6-867P	snRNA	X
ENSG00000274398	""	processed_pseudogene	X
ENSG00000293700	""	lncRNA	X
ENSG00000293816	""	lncRNA	X
ENSG00000293858	""	lncRNA	X
ENSG00000293881	""	lncRNA	X
ENSG00000293893	""	lncRNA	X
ENSG00000294004	""	lncRNA	X
ENSG00000294011	""	lncRNA	X
ENSG00000294026	""	lncRNA	X
ENSG00000294030	""	lncRNA	X
ENSG00000294050	""	lncRNA	X
ENSG00000294091	""	lncRNA	X
ENSG00000294104	""	lncRNA	X
ENSG00000294283	""	lncRNA	X
ENSG00000231110	""	lncRNA	X
ENSG00000229012	""	lncRNA	X
ENSG00000294366	""	lncRNA	X
ENSG00000289923	""	lncRNA	X
ENSG00000294370	""	lncRNA	X
ENSG00000294392	""	lncRNA	X
ENSG00000294407	""	lncRNA	X
ENSG00000294438	""	lncRNA	X
ENSG00000294448	""	lncRNA	X
ENSG00000294454	""	lncRNA	X
ENSG00000294456	""	lncRNA	X
ENSG00000294484	""	lncRNA	X
ENSG00000294603	""	lncRNA	X
ENSG00000294613	""	lncRNA	X
ENSG00000235189	""	lncRNA	X
ENSG00000294726	""	lncRNA	X
ENSG00000294791	""	lncRNA	X
ENSG00000226985	LINC01203	lncRNA	X
ENSG00000294863	""	lncRNA	X
ENSG00000294999	""	lncRNA	X
ENSG00000231830	""	lncRNA	X
ENSG00000295010	""	lncRNA	X
ENSG00000295156	""	lncRNA	X
ENSG00000289038	""	lncRNA	X
ENSG00000295165	""	lncRNA	X
ENSG00000197180	ATP6AP1-DT	lncRNA	X
ENSG00000290740	""	lncRNA	X
ENSG00000295269	""	lncRNA	X
ENSG00000295275	""	lncRNA	X
ENSG00000295325	""	lncRNA	X
ENSG00000295333	""	lncRNA	X
ENSG00000295336	""	lncRNA	X
ENSG00000295343	""	lncRNA	X
ENSG00000295365	""	lncRNA	X
ENSG00000295389	""	lncRNA	X
ENSG00000225970	""	lncRNA	X
ENSG00000230105	""	lncRNA	X
ENSG00000295508	""	lncRNA	X
